V,E,ElogE,VlogV,ElogV,VlogE,Iterations
100, 1980, 21683.5, 664.386, 13154.8, 1095.13, 47426
100, 2227, 24766.2, 664.386, 14795.9, 1112.09, 54085
100, 2475, 27901.2, 664.386, 16443.5, 1127.32, 60851
100, 2722, 31059.2, 664.386, 18084.6, 1141.05, 67661
100, 2970, 34262.7, 664.386, 19732.3, 1153.62, 74564
100, 3217, 37482.9, 664.386, 21373.3, 1165.15, 81498
100, 3465, 40743.7, 664.386, 23021, 1175.86, 88516
100, 3712, 44016.8, 664.386, 24662, 1185.8, 95556
100, 3960, 47327.1, 664.386, 26309.7, 1195.13, 102673
100, 4207, 50646.3, 664.386, 27950.7, 1203.86, 109805
100, 4455, 54000, 664.386, 29598.4, 1212.12, 117008
100, 4702, 57360, 664.386, 31239.4, 1219.91, 124222
101, 2020, 22179.9, 672.479, 13449.6, 1108.99, 48498
101, 2272, 25332.2, 672.479, 15127.5, 1126.12, 55307
101, 2525, 28537.7, 672.479, 16812, 1141.51, 62224
101, 2777, 31767, 672.479, 18489.9, 1155.37, 69186
101, 3030, 35042.3, 672.479, 20174.4, 1168.08, 76243
101, 3282, 38334.9, 672.479, 21852.3, 1179.72, 83332
101, 3535, 41668.8, 672.479, 23536.8, 1190.54, 90506
101, 3787, 45015.5, 672.479, 25214.6, 1200.57, 97703
101, 4040, 48399.8, 672.479, 26899.2, 1209.99, 104978
101, 4292, 51793.4, 672.479, 28577, 1218.81, 112269
101, 4545, 55222, 672.479, 30261.6, 1227.16, 119633
101, 4797, 58657.3, 672.479, 31939.4, 1235.02, 127007
102, 2060, 22677.4, 680.587, 13745.2, 1122.86, 49573
102, 2317, 25899.5, 680.587, 15460, 1140.16, 56532
102, 2575, 29175.7, 680.587, 17181.5, 1155.7, 63600
102, 2833, 32489.2, 680.587, 18903, 1169.75, 70743
102, 3090, 35823.6, 680.587, 20617.8, 1182.53, 77926
102, 3348, 39202, 680.587, 22339.3, 1194.33, 85199
102, 3605, 42595.9, 680.587, 24054.1, 1205.21, 92500
102, 3863, 46029.6, 680.587, 25775.6, 1215.38, 99884
102, 4120, 49474.7, 680.587, 27490.4, 1224.86, 107288
102, 4378, 52956.5, 680.587, 29211.9, 1233.8, 114768
102, 4635, 56446.7, 680.587, 30926.7, 1242.19, 122262
102, 4893, 59971.1, 680.587, 32648.2, 1250.16, 129827
103, 2101, 23188.4, 688.71, 14048.3, 1136.8, 50677
103, 2363, 26480.7, 688.71, 15800.2, 1154.26, 57786
103, 2626, 29827.8, 688.71, 17558.8, 1169.94, 65006
103, 2889, 33213, 688.71, 19317.3, 1184.12, 72302
103, 3151, 36619.6, 688.71, 21069.2, 1197.02, 79640
103, 3414, 40071, 688.71, 22827.7, 1208.94, 87068
103, 3677, 43551.5, 688.71, 24586.3, 1219.96, 94556
103, 3939, 47045.9, 688.71, 26338.1, 1230.19, 102068
103, 4202, 50578.9, 688.71, 28096.7, 1239.8, 109660
103, 4465, 54135.6, 688.71, 29855.2, 1248.82, 117300
103, 4727, 57701.1, 688.71, 31607.1, 1257.29, 124955
103, 4990, 61301.3, 688.71, 33365.6, 1265.34, 132681
104, 2142, 23700.7, 696.846, 14352.3, 1150.73, 51784
104, 2410, 27075.9, 696.846, 16148.1, 1168.42, 59070
104, 2678, 30494.2, 696.846, 17943.8, 1184.24, 66443
104, 2945, 33938.3, 696.846, 19732.8, 1198.5, 73865
104, 3213, 37430.5, 696.846, 21528.5, 1211.57, 81386
104, 3481, 40955, 696.846, 23324.2, 1223.59, 88970
104, 3749, 44509.2, 696.846, 25119.9, 1234.72, 96615
104, 4017, 48091.1, 696.846, 26915.7, 1245.08, 104315
104, 4284, 51685.4, 696.846, 28704.7, 1254.73, 112037
104, 4552, 55317.2, 696.846, 30500.4, 1263.84, 119837
104, 4820, 58971.8, 696.846, 32296.1, 1272.42, 127682
104, 5088, 62647.9, 696.846, 34091.8, 1280.54, 135570
105, 2184, 24226.6, 704.996, 14663.9, 1164.74, 52920
105, 2457, 27672.4, 704.996, 16496.9, 1182.58, 60357
105, 2730, 31162.1, 704.996, 18329.9, 1198.54, 67883
105, 3003, 34691.2, 704.996, 20162.9, 1212.98, 75487
105, 3276, 38256.2, 704.996, 21995.9, 1226.16, 83163
105, 3549, 41854.1, 704.996, 23828.9, 1238.29, 90905
105, 3822, 45482.2, 704.996, 25661.8, 1249.51, 98707
105, 4095, 49138.6, 704.996, 27494.8, 1259.96, 106566
105, 4368, 52821.2, 704.996, 29327.8, 1269.74, 114477
105, 4641, 56528.4, 704.996, 31160.8, 1278.92, 122437
105, 4914, 60258.8, 704.996, 32993.8, 1287.58, 130444
105, 5187, 64011.1, 704.996, 34826.8, 1295.77, 138495
106, 2226, 24753.6, 713.16, 14976.4, 1178.75, 54058
106, 2504, 28270.2, 713.16, 16846.7, 1196.74, 61647
106, 2782, 31831.4, 713.16, 18717.1, 1212.84, 69325
106, 3060, 35432.7, 713.16, 20587.4, 1227.41, 77084
106, 3339, 39083.7, 713.16, 22464.5, 1240.75, 84944
106, 3617, 42755, 713.16, 24334.9, 1252.98, 92843
106, 3895, 46457.3, 713.16, 26205.3, 1264.31, 100803
106, 4173, 50188.1, 713.16, 28075.6, 1274.85, 108821
106, 4452, 53959.3, 713.16, 29952.7, 1284.75, 116921
106, 4730, 57742.1, 713.16, 31823.1, 1294.01, 125043
106, 5008, 61548.4, 713.16, 33693.4, 1302.74, 133211
106, 5286, 65377, 713.16, 35563.8, 1311, 141425
107, 2268, 25281.9, 721.337, 15289.6, 1192.75, 55198
107, 2551, 28869.3, 721.337, 17197.5, 1210.9, 62939
107, 2835, 32515, 721.337, 19112.1, 1227.2, 70798
107, 3119, 36201.8, 721.337, 21026.6, 1241.93, 78740
107, 3402, 39912.8, 721.337, 22934.5, 1255.34, 86728
107, 3686, 43671.1, 721.337, 24849, 1267.72, 94813
107, 3969, 47447.6, 721.337, 26756.9, 1279.14, 102932
107, 4253, 51266.8, 721.337, 28671.5, 1289.81, 111138
107, 4536, 55099.7, 721.337, 30579.3, 1299.75, 119370
107, 4820, 58971.8, 721.337, 32493.9, 1309.13, 127682
107, 5103, 62854.3, 721.337, 34401.7, 1317.93, 136013
107, 5387, 66773.3, 721.337, 36316.3, 1326.29, 144419
108, 2311, 25823.8, 729.528, 15610.5, 1206.82, 56368
108, 2600, 29495.2, 729.528, 17562.7, 1225.18, 64289
108, 2889, 33213, 729.528, 19514.9, 1241.61, 72302
108, 3177, 36959.5, 729.528, 21460.3, 1256.41, 80371
108, 3466, 40756.9, 729.528, 23412.4, 1269.98, 88544
108, 3755, 44589.1, 729.528, 25364.6, 1282.46, 96787
108, 4044, 48453.5, 729.528, 27316.8, 1294.01, 105093
108, 4333, 52347.6, 729.528, 29268.9, 1304.76, 113460
108, 4622, 56269.6, 729.528, 31221.1, 1314.82, 121882
108, 4911, 60217.7, 729.528, 33173.3, 1324.27, 130356
108, 5200, 64190.3, 729.528, 35125.4, 1333.18, 138879
108, 5489, 68186.2, 729.528, 37077.6, 1341.61, 147449
109, 2354, 26366.9, 737.732, 15932.3, 1220.9, 57540
109, 2648, 30109.6, 737.732, 17922.2, 1239.4, 65614
109, 2943, 33912.4, 737.732, 19918.8, 1256.01, 73809
109, 3237, 37744.8, 737.732, 21908.6, 1270.99, 82062
109, 3531, 41615.9, 737.732, 23898.5, 1284.66, 90392
109, 3825, 45522.3, 737.732, 25888.3, 1297.24, 98793
109, 4120, 49474.7, 737.732, 27884.9, 1308.92, 107288
109, 4414, 53444.1, 737.732, 29874.8, 1319.76, 115815
109, 4708, 57441.8, 737.732, 31864.6, 1329.9, 124398
109, 5003, 61479.8, 737.732, 33861.2, 1339.45, 133064
109, 5297, 65529, 737.732, 35851.1, 1348.43, 141750
109, 5591, 69601.7, 737.732, 37840.9, 1356.93, 150484
110, 2398, 26923.8, 745.95, 16261.7, 1235.04, 58742
110, 2697, 30738.1, 745.95, 18289.3, 1253.69, 66969
110, 2997, 34613.3, 745.95, 20323.7, 1270.42, 75319
110, 3297, 38531.8, 745.95, 22358.1, 1285.56, 83756
110, 3597, 42489.8, 745.95, 24392.6, 1299.38, 92272
110, 3896, 46470.6, 745.95, 26420.2, 1312.06, 100832
110, 4196, 50498, 745.95, 28454.6, 1323.83, 109487
110, 4496, 54556.4, 745.95, 30489, 1334.79, 118203
110, 4796, 58643.6, 745.95, 32523.4, 1345.04, 126978
110, 5095, 62744.2, 745.95, 34551, 1354.64, 135777
110, 5395, 66884, 745.95, 36585.4, 1363.71, 144657
110, 5695, 71047.9, 745.95, 38619.8, 1372.3, 153584
111, 2442, 27481.9, 754.18, 16592, 1249.18, 59946
111, 2747, 31380.7, 754.18, 18664.3, 1268.02, 68354
111, 3052, 35328.5, 754.18, 20736.6, 1284.88, 76860
111, 3357, 39320.4, 754.18, 22808.9, 1300.14, 85453
111, 3663, 43365.6, 754.18, 24887.9, 1314.11, 94156
111, 3968, 47434.3, 754.18, 26960.2, 1326.92, 102903
111, 4273, 51536.8, 754.18, 29032.5, 1338.77, 111718
111, 4578, 55670.8, 754.18, 31104.8, 1349.82, 120596
111, 4884, 59847.8, 754.18, 33183.9, 1360.18, 129562
111, 5189, 64038.7, 754.18, 35256.2, 1369.88, 138554
111, 5494, 68255.5, 754.18, 37328.5, 1379.02, 147597
111, 5799, 72496.7, 754.18, 39400.8, 1387.68, 156690
112, 2486, 28041.1, 762.424, 16923.1, 1263.32, 61153
112, 2797, 32024.7, 762.424, 19040.2, 1282.36, 69742
112, 3108, 36058.3, 762.424, 21157.3, 1299.4, 78431
112, 3418, 40123.7, 762.424, 23267.5, 1314.76, 87182
112, 3729, 44243, 762.424, 25384.6, 1328.83, 96042
112, 4040, 48399.8, 762.424, 27501.7, 1341.78, 104978
112, 4351, 52591.1, 762.424, 29618.8, 1353.76, 113983
112, 4662, 56814.6, 762.424, 31735.9, 1364.91, 123052
112, 4972, 61054.2, 762.424, 33846.2, 1375.32, 132151
112, 5283, 65335.6, 762.424, 35963.3, 1385.12, 141336
112, 5594, 69643.4, 762.424, 38080.3, 1394.36, 150573
112, 5905, 73976.2, 762.424, 40197.4, 1403.1, 159861
113, 2531, 28614.2, 770.68, 17261.9, 1277.52, 62389
113, 2847, 32670, 770.68, 19417, 1296.7, 71132
113, 3164, 36789.5, 770.68, 21579, 1313.91, 80006
113, 3480, 40941.8, 770.68, 23734.2, 1329.43, 88942
113, 3796, 45135.4, 770.68, 25889.4, 1343.6, 97961
113, 4113, 49380.6, 770.68, 28051.4, 1356.68, 107086
113, 4429, 53647.4, 770.68, 30206.6, 1368.74, 116251
113, 4746, 57960.5, 770.68, 32368.6, 1380.01, 125512
113, 5062, 62290.4, 770.68, 34523.7, 1390.52, 134803
113, 5378, 66648.8, 770.68, 36678.9, 1400.39, 144152
113, 5695, 71047.9, 770.68, 38840.9, 1409.73, 153584
113, 6011, 75458.4, 770.68, 40996.1, 1418.53, 163037
114, 2576, 29188.4, 778.949, 17601.5, 1291.72, 63627
114, 2898, 33329.4, 778.949, 19801.7, 1311.1, 72553
114, 3220, 37522.2, 778.949, 22001.9, 1328.42, 81583
114, 3542, 41761.4, 778.949, 24202.1, 1344.1, 90705
114, 3864, 46043, 778.949, 26402.3, 1358.41, 99912
114, 4186, 50363.3, 778.949, 28602.5, 1371.57, 109197
114, 4508, 54719.3, 778.949, 30802.7, 1383.76, 118553
114, 4830, 59108.6, 778.949, 33002.9, 1395.11, 127976
114, 5152, 63528.9, 778.949, 35203, 1405.72, 137460
114, 5474, 67978.2, 778.949, 37403.2, 1415.7, 147003
114, 5796, 72454.9, 778.949, 39603.4, 1425.1, 156600
114, 6118, 76957.4, 778.949, 41803.6, 1433.99, 166249
115, 2622, 29776.6, 787.231, 17948.9, 1305.99, 64896
115, 2949, 33990.2, 787.231, 20187.4, 1325.49, 73977
115, 3277, 38269.3, 787.231, 22432.7, 1342.99, 83191
115, 3605, 42595.9, 787.231, 24678, 1358.82, 92500
115, 3933, 46965.6, 787.231, 26923.3, 1373.26, 101896
115, 4260, 51361.3, 787.231, 29161.8, 1386.51, 111341
115, 4588, 55806.8, 787.231, 31407.1, 1398.82, 120888
115, 4916, 60286.2, 787.231, 33652.4, 1410.28, 130503
115, 5244, 64797.2, 787.231, 35897.7, 1420.99, 140181
115, 5571, 69324, 787.231, 38136.2, 1431.03, 149888
115, 5899, 73892.4, 787.231, 40381.5, 1440.52, 159681
115, 6227, 78487.1, 787.231, 42626.9, 1449.5, 169527
116, 2668, 30366, 795.526, 18297.1, 1320.26, 66166
116, 3001, 34665.2, 795.526, 20580.8, 1339.94, 75431
116, 3335, 39031.1, 795.526, 22871.4, 1357.6, 84831
116, 3668, 43432, 795.526, 25155.1, 1373.53, 94298
116, 4002, 47890, 795.526, 27445.6, 1388.11, 103882
116, 4335, 52374.7, 795.526, 29729.3, 1401.49, 113518
116, 4669, 56910, 795.526, 32019.9, 1413.91, 123256
116, 5002, 61466, 795.526, 34303.6, 1425.44, 133035
116, 5336, 66067.9, 795.526, 36594.2, 1436.26, 142906
116, 5669, 70686.1, 795.526, 38877.9, 1446.39, 152809
116, 6003, 75346.5, 795.526, 41168.5, 1455.97, 162797
116, 6336, 80019.6, 795.526, 43452.2, 1465.01, 172810
117, 2714, 30956.4, 803.833, 18646.2, 1334.53, 67439
117, 3053, 35341.6, 803.833, 20975.2, 1354.39, 76888
117, 3393, 39794.3, 803.833, 23311.1, 1372.22, 86473
117, 3732, 44282.9, 803.833, 25640.2, 1388.29, 96128
117, 4071, 48816, 803.833, 27969.3, 1402.97, 105873
117, 4410, 53389.9, 803.833, 30298.3, 1416.47, 115698
117, 4750, 58015.1, 803.833, 32634.2, 1429, 125629
117, 5089, 62661.7, 803.833, 34963.3, 1440.64, 135600
117, 5428, 67340.9, 803.833, 37292.3, 1451.53, 145636
117, 5768, 72064.6, 803.833, 39628.3, 1461.78, 155764
117, 6107, 76803.1, 803.833, 41957.3, 1471.42, 165919
117, 6446, 81568.9, 803.833, 44286.4, 1480.54, 176128
118, 2761, 31560.9, 812.152, 19003, 1348.86, 68742
118, 3106, 36032.2, 812.152, 21377.5, 1368.9, 78375
118, 3451, 40558.9, 812.152, 23752, 1386.83, 88118
118, 3796, 45135.4, 812.152, 26126.5, 1403.05, 97961
118, 4141, 49757.3, 812.152, 28501, 1417.86, 107895
118, 4486, 54420.6, 812.152, 30875.5, 1431.48, 117912
118, 4832, 59136, 812.152, 33256.9, 1444.13, 128034
118, 5177, 63873.3, 812.152, 35631.4, 1455.87, 138199
118, 5522, 68643.8, 812.152, 38006, 1466.86, 148430
118, 5867, 73445.5, 812.152, 40380.5, 1477.17, 158723
118, 6212, 78276.4, 812.152, 42755, 1486.9, 169075
118, 6557, 83135, 812.152, 45129.5, 1496.1, 179483
119, 2808, 32166.6, 820.483, 19360.6, 1363.18, 70048
119, 3159, 36724.2, 820.483, 21780.7, 1383.41, 79865
119, 3510, 41338.2, 820.483, 24200.8, 1401.49, 89795
119, 3861, 46002.9, 820.483, 26620.9, 1417.86, 99826
119, 4212, 50713.7, 820.483, 29041, 1432.79, 109950
119, 4563, 55466.8, 820.483, 31461.1, 1446.54, 120158
119, 4914, 60258.8, 820.483, 33881.1, 1459.26, 130444
119, 5265, 65087.1, 820.483, 36301.2, 1471.1, 140803
119, 5616, 69949.1, 820.483, 38721.3, 1482.18, 151229
119, 5967, 74842.8, 820.483, 41141.4, 1492.59, 161718
119, 6318, 79766.3, 820.483, 43561.5, 1502.41, 172267
119, 6669, 84718, 820.483, 45981.5, 1511.69, 182873
120, 2856, 32786.3, 828.827, 19726.1, 1377.57, 71383
120, 3213, 37430.5, 828.827, 22191.8, 1397.96, 81386
120, 3570, 42132.1, 828.827, 24657.6, 1416.21, 91503
120, 3927, 46885.3, 828.827, 27123.4, 1432.71, 101723
120, 4284, 51685.4, 828.827, 29589.1, 1447.77, 112037
120, 4641, 56528.4, 828.827, 32054.9, 1461.63, 122437
120, 4998, 61411.1, 828.827, 34520.6, 1474.46, 132917
120, 5355, 66330.6, 828.827, 36986.4, 1486.4, 143470
120, 5712, 71284.5, 828.827, 39452.2, 1497.57, 154092
120, 6069, 76270.6, 828.827, 41917.9, 1508.07, 164778
120, 6426, 81287, 828.827, 44383.7, 1517.96, 175525
120, 6783, 86332, 828.827, 46849.4, 1527.32, 186329
121, 2904, 33407.1, 837.182, 20092.4, 1391.96, 72721
121, 3267, 38138.1, 837.182, 22603.9, 1412.52, 82909
121, 3630, 42927.5, 837.182, 25115.5, 1430.92, 93213
121, 3993, 47769.3, 837.182, 27627, 1447.55, 103623
121, 4356, 52658.8, 837.182, 30138.6, 1462.74, 114128
121, 4719, 57591.9, 837.182, 32650.1, 1476.72, 124720
121, 5082, 62565.4, 837.182, 35161.7, 1489.65, 135393
121, 5445, 67576.4, 837.182, 37673.2, 1501.7, 146141
121, 5808, 72622.2, 837.182, 40184.8, 1512.96, 156959
121, 6171, 77700.8, 837.182, 42696.3, 1523.55, 167842
121, 6534, 82810.3, 837.182, 45207.9, 1533.52, 178787
121, 6897, 87948.8, 837.182, 47719.4, 1542.96, 189790
122, 2952, 34029.1, 845.55, 20459.5, 1406.35, 74061
122, 3321, 38847.1, 845.55, 23017, 1427.08, 84435
122, 3690, 43724.3, 845.55, 25574.4, 1445.63, 94927
122, 4059, 48654.9, 845.55, 28131.9, 1462.4, 105526
122, 4428, 53633.9, 845.55, 30689.3, 1477.72, 116222
122, 4797, 58657.3, 845.55, 33246.7, 1491.81, 127007
122, 5166, 63721.7, 845.55, 35804.2, 1504.85, 137874
122, 5535, 68824.2, 845.55, 38361.6, 1516.99, 148817
122, 5904, 73962.2, 845.55, 40919.1, 1528.35, 159831
122, 6273, 79133.5, 845.55, 43476.5, 1539.02, 170912
122, 6642, 84336.1, 845.55, 46034, 1549.08, 182055
122, 7011, 89568.4, 845.55, 48591.4, 1558.6, 193257
123, 3001, 34665.2, 853.929, 20834.5, 1420.8, 75431
123, 3376, 39570.4, 853.929, 23437.9, 1441.7, 85991
123, 3751, 44535.8, 853.929, 26041.4, 1460.39, 96672
123, 4126, 49555.4, 853.929, 28644.8, 1477.29, 107461
123, 4501, 54624.3, 853.929, 31248.3, 1492.73, 118349
123, 4876, 59738.2, 853.929, 33851.7, 1506.93, 129327
123, 5252, 64907.6, 853.929, 36462.1, 1520.11, 140418
123, 5627, 70102, 853.929, 39065.5, 1532.35, 151557
123, 6002, 75332.5, 853.929, 41669, 1543.8, 162767
123, 6377, 80596.7, 853.929, 44272.4, 1554.56, 174046
123, 6752, 85892.9, 853.929, 46875.9, 1564.7, 185388
123, 7127, 91219, 853.929, 49479.3, 1574.29, 196791
124, 3050, 35302.5, 862.32, 21210.3, 1435.25, 76804
124, 3431, 40295.1, 862.32, 23859.8, 1456.31, 87551
124, 3813, 45362.2, 862.32, 26516.4, 1475.19, 98449
124, 4194, 50471.1, 862.32, 29165.9, 1492.23, 109429
124, 4575, 55630, 862.32, 31815.4, 1507.78, 120508
124, 4956, 60834.7, 862.32, 34465, 1522.1, 131680
124, 5338, 66095.6, 862.32, 37121.5, 1535.38, 142966
124, 5719, 71382, 862.32, 39771, 1547.71, 154300
124, 6100, 76705, 862.32, 42420.6, 1559.25, 165709
124, 6482, 82076.5, 862.32, 45077.1, 1570.12, 177216
124, 6863, 87466.4, 862.32, 47726.6, 1580.33, 188757
124, 7244, 92886.7, 862.32, 50376.2, 1590, 200360
125, 3100, 35954, 870.723, 21593.9, 1449.76, 78206
125, 3487, 41034.2, 870.723, 24289.7, 1470.97, 89141
125, 3875, 46189.9, 870.723, 26992.4, 1490, 100228
125, 4262, 51388.3, 870.723, 29688.2, 1507.16, 111399
125, 4650, 56651, 870.723, 32390.9, 1522.88, 122701
125, 5037, 61946.8, 870.723, 35086.7, 1537.29, 134066
125, 5425, 67299.3, 870.723, 37789.4, 1550.68, 145547
125, 5812, 72678, 870.723, 40485.1, 1563.1, 157079
125, 6200, 78107.9, 870.723, 43187.9, 1574.76, 168714
125, 6587, 83558.8, 870.723, 45883.6, 1585.68, 180390
125, 6975, 89056.6, 870.723, 48586.3, 1596, 192162
125, 7362, 94571.4, 870.723, 51282.1, 1605.74, 203965
126, 3150, 36606.6, 879.137, 21978.4, 1464.26, 79612
126, 3543, 41774.6, 879.137, 24720.5, 1485.64, 90734
126, 3937, 47019.1, 879.137, 27469.6, 1504.8, 102011
126, 4331, 52320.6, 879.137, 30218.6, 1522.14, 113402
126, 4725, 57673.8, 879.137, 32967.6, 1537.97, 124896
126, 5118, 63060.7, 879.137, 35709.7, 1552.49, 136456
126, 5512, 68505.1, 879.137, 38458.8, 1565.97, 148133
126, 5906, 73990.2, 879.137, 41207.8, 1578.52, 159891
126, 6300, 79513.2, 879.137, 43956.9, 1590.26, 171725
126, 6693, 85057.6, 879.137, 46698.9, 1601.26, 183600
126, 7087, 90649.5, 879.137, 49448, 1611.66, 195572
126, 7481, 96273.1, 879.137, 52197, 1621.5, 207607
127, 3200, 37260.3, 887.563, 22363.8, 1478.77, 81019
127, 3600, 42529.6, 887.563, 25159.3, 1500.35, 92358
127, 4000, 47863.1, 887.563, 27954.7, 1519.65, 103825
127, 4400, 53254.5, 887.563, 30750.2, 1537.12, 115407
127, 4800, 58698.3, 887.563, 33545.7, 1553.06, 127095
127, 5200, 64190.3, 887.563, 36341.2, 1567.73, 138879
127, 5600, 69726.8, 887.563, 39136.6, 1581.3, 150752
127, 6000, 75304.5, 887.563, 41932.1, 1593.94, 162707
127, 6400, 80920.7, 887.563, 44727.6, 1605.77, 174740
127, 6800, 86573, 887.563, 47523.1, 1616.88, 186844
127, 7200, 92259.2, 887.563, 50318.5, 1627.35, 199017
127, 7600, 97977.6, 887.563, 53114, 1637.26, 211254
128, 3251, 37928.3, 896, 22757, 1493.33, 82457
128, 3657, 43285.9, 896, 25599, 1515.06, 93984
128, 4064, 48722, 896, 28448, 1534.55, 105671
128, 4470, 54203.5, 896, 31290, 1552.14, 117445
128, 4876, 59738.2, 896, 34132, 1568.19, 129327
128, 5283, 65335.6, 896, 36981, 1582.99, 141336
128, 5689, 70964.4, 896, 39823, 1596.67, 153405
128, 6096, 76649, 896, 42672, 1609.43, 165588
128, 6502, 82358.7, 896, 45514, 1621.33, 177820
128, 6908, 88105, 896, 48356, 1632.52, 190124
128, 7315, 93900, 896, 51205, 1643.09, 202529
128, 7721, 99713.4, 896, 54047, 1653.07, 214967
129, 3302, 38597.5, 904.448, 23151.1, 1507.9, 83897
129, 3715, 44056.7, 904.448, 26046.7, 1529.83, 95642
129, 4128, 49582.3, 904.448, 28942.3, 1549.45, 107519
129, 4540, 55154.1, 904.448, 31831, 1567.15, 119487
129, 4953, 60793.6, 904.448, 34726.6, 1583.36, 131592
129, 5366, 66482.8, 904.448, 37622.2, 1598.26, 143796
129, 5779, 72217.9, 904.448, 40517.9, 1612.06, 156092
129, 6192, 77995.6, 904.448, 43413.5, 1624.91, 168474
129, 6604, 83799, 904.448, 46302.1, 1636.9, 180904
129, 7017, 89653.7, 904.448, 49197.8, 1648.19, 193440
129, 7430, 95543.5, 904.448, 52093.4, 1658.83, 206045
129, 7843, 101466, 904.448, 54989.1, 1668.9, 218717
130, 3354, 39280.9, 912.908, 23553, 1522.52, 85368
130, 3773, 44828.9, 912.908, 26495.4, 1544.59, 97302
130, 4192, 50444.1, 912.908, 29437.8, 1564.34, 109371
130, 4611, 56119.9, 912.908, 32380.1, 1582.21, 121560
130, 5031, 61864.3, 912.908, 35329.5, 1598.56, 133889
130, 5450, 67645.6, 912.908, 38271.9, 1613.57, 146290
130, 5869, 73473.4, 912.908, 41214.3, 1627.46, 158783
130, 6288, 79344.4, 912.908, 44156.6, 1640.39, 171363
130, 6708, 85269.9, 912.908, 47106, 1652.52, 184054
130, 7127, 91219, 912.908, 50048.4, 1663.88, 196791
130, 7546, 97203.8, 912.908, 52990.8, 1674.59, 209598
130, 7965, 103222, 912.908, 55933.2, 1684.73, 222473
131, 3406, 39965.5, 921.378, 23955.8, 1537.14, 86842
131, 3831, 45602.3, 921.378, 26945, 1559.36, 98965
131, 4257, 51320.8, 921.378, 29941.3, 1579.29, 111254
131, 4683, 57100.8, 921.378, 32937.5, 1597.31, 123666
131, 5109, 62936.9, 921.378, 35933.8, 1613.77, 136190
131, 5534, 68810.3, 921.378, 38923, 1628.87, 148787
131, 5960, 74744.9, 921.378, 41919.2, 1642.88, 161508
131, 6386, 80723.5, 921.378, 44915.4, 1655.93, 174317
131, 6812, 86743.1, 921.378, 47911.7, 1668.14, 187209
131, 7237, 92786.9, 921.378, 50900.9, 1679.57, 200146
131, 7663, 98881, 921.378, 53897.1, 1690.38, 213187
131, 8089, 105009, 921.378, 56893.4, 1700.61, 226295
132, 3458, 40651.3, 929.86, 24359.5, 1551.76, 88317
132, 3890, 46390.4, 929.86, 27402.7, 1574.17, 100659
132, 4323, 52212.4, 929.86, 30452.9, 1594.27, 113169
132, 4755, 58083.4, 929.86, 33496.1, 1612.41, 125775
132, 5187, 64011.1, 929.86, 36539.3, 1628.97, 138495
132, 5619, 69990.8, 929.86, 39582.5, 1644.2, 151318
132, 6052, 76032.5, 929.86, 42632.7, 1658.34, 164267
132, 6484, 82104.7, 929.86, 45675.9, 1671.47, 177276
132, 6916, 88218.6, 929.86, 48719, 1683.76, 190368
132, 7349, 94385.6, 929.86, 51769.3, 1695.32, 203568
132, 7781, 100575, 929.86, 54812.4, 1706.2, 216811
132, 8213, 106799, 929.86, 57855.6, 1716.49, 230123
133, 3511, 41351.4, 938.353, 24771.1, 1566.43, 89823
133, 3950, 47193.2, 938.353, 27868.4, 1589.04, 102385
133, 4389, 53105.5, 938.353, 30965.6, 1609.26, 115087
133, 4827, 59067.6, 938.353, 34055.8, 1627.51, 127888
133, 5266, 65100.9, 938.353, 37153.1, 1644.21, 140832
133, 5705, 71187.1, 938.353, 40250.4, 1659.58, 153883
133, 6144, 77322, 938.353, 43347.7, 1673.8, 167031
133, 6583, 83502.3, 938.353, 46444.9, 1687.04, 180269
133, 7022, 89724.8, 938.353, 49542.2, 1699.43, 193592
133, 7461, 95986.9, 938.353, 52639.5, 1711.07, 206994
133, 7900, 102286, 938.353, 55736.7, 1722.04, 220471
133, 8339, 108621, 938.353, 58834, 1732.41, 234018
134, 3564, 42052.6, 946.856, 25183.5, 1581.1, 91332
134, 4009, 47983.8, 946.856, 28328, 1603.85, 104084
134, 4455, 54000, 946.856, 31479.4, 1624.24, 117008
134, 4901, 60080.7, 946.856, 34630.9, 1642.69, 130062
134, 5346, 66206.2, 946.856, 37775.3, 1659.49, 143203
134, 5792, 72399.1, 946.856, 40926.8, 1674.98, 156481
134, 6237, 78627.6, 946.856, 44071.2, 1689.29, 169828
134, 6683, 84916.1, 946.856, 47222.7, 1702.64, 183297
134, 7128, 91233.3, 946.856, 50367.1, 1715.1, 196821
134, 7574, 97604.9, 946.856, 53518.6, 1726.84, 210456
134, 8019, 104000, 946.856, 56663, 1737.87, 224137
134, 8465, 110445, 946.856, 59814.4, 1748.34, 237919
135, 3618, 42768.3, 955.37, 25603.9, 1595.83, 92871
135, 4070, 48802.6, 955.37, 28802.6, 1618.76, 105844
135, 4522, 54909.5, 955.37, 32001.4, 1639.27, 118961
135, 4974, 61081.7, 955.37, 35200.1, 1657.83, 132210
135, 5427, 67327, 955.37, 38405.9, 1674.8, 145607
135, 5879, 73613, 955.37, 41604.6, 1690.38, 159083
135, 6331, 79949.2, 955.37, 44803.3, 1704.81, 172659
135, 6783, 86332, 955.37, 48002, 1718.24, 186329
135, 7236, 92772.6, 955.37, 51207.8, 1730.83, 200116
135, 7688, 99239.7, 955.37, 54406.6, 1742.63, 213954
135, 8140, 105745, 955.37, 57605.3, 1753.76, 227869
