V,E,ElogE,VlogV,ElogV,VlogE,Iterations
170, 9337, 123143, 1259.6, 69181.5, 2242.09, 265059
170, 10055, 133688, 1259.6, 74501.4, 2260.26, 287584
170, 10773, 144306, 1259.6, 79821.4, 2277.17, 310256
170, 11492, 155008, 1259.6, 85148.7, 2293.02, 333099
170, 12210, 165760, 1259.6, 90468.7, 2307.88, 356039
170, 12928, 176573, 1259.6, 95788.6, 2321.9, 379101
170, 13646, 187444, 1259.6, 101109, 2335.15, 402279
171, 5814, 72705.9, 1268.45, 43127.4, 2138.41, 157138
171, 6540, 82895, 1268.45, 48512.8, 2167.44, 178968
171, 7267, 93214.9, 1268.45, 53905.5, 2193.44, 201062
171, 7994, 103640, 1268.45, 59298.3, 2216.96, 223366
171, 8721, 114160, 1268.45, 64691.1, 2238.44, 245861
171, 9447, 124754, 1268.45, 70076.5, 2258.16, 268500
171, 10174, 135442, 1268.45, 75469.2, 2276.45, 291331
171, 10901, 146206, 1268.45, 80862, 2293.48, 314313
171, 11628, 157040, 1268.45, 86254.8, 2309.41, 337434
171, 12354, 167924, 1268.45, 91640.1, 2324.35, 360655
171, 13081, 178885, 1268.45, 97032.9, 2338.46, 384031
171, 13808, 189904, 1268.45, 102426, 2351.8, 407523
172, 5882, 73654.9, 1277.32, 43681.3, 2153.8, 159172
172, 6617, 83982.7, 1277.32, 49139.6, 2183.02, 181298
172, 7353, 94442.8, 1277.32, 54605.3, 2209.19, 203690
172, 8088, 104995, 1277.32, 60063.6, 2232.83, 226264
172, 8823, 115644, 1277.32, 65521.9, 2254.41, 249032
172, 9558, 126381, 1277.32, 70980.2, 2274.27, 271976
172, 10294, 137214, 1277.32, 76446, 2292.68, 295115
172, 11029, 148109, 1277.32, 81904.3, 2309.79, 318374
172, 11764, 159074, 1277.32, 87362.6, 2325.8, 341774
172, 12500, 170121, 1277.32, 92828.3, 2340.86, 365340
172, 13235, 181215, 1277.32, 98286.6, 2355.04, 388998
172, 13970, 192368, 1277.32, 103745, 2368.45, 412774
173, 5951, 74619.1, 1286.19, 44243.5, 2169.23, 161239
173, 6695, 85085.9, 1286.19, 49774.8, 2198.63, 183660
173, 7439, 95672.2, 1286.19, 55306.2, 2224.93, 206321
173, 8182, 106352, 1286.19, 60830.1, 2248.7, 229166
173, 8926, 117143, 1286.19, 66361.5, 2270.42, 252237
173, 9670, 128024, 1286.19, 71892.9, 2290.4, 275487
173, 10414, 138988, 1286.19, 77424.2, 2308.9, 298902
173, 11158, 150028, 1286.19, 82955.6, 2326.12, 322471
173, 11902, 161140, 1286.19, 88486.9, 2342.23, 346183
173, 12646, 172319, 1286.19, 94018.3, 2357.37, 370029
173, 13390, 183562, 1286.19, 99549.7, 2371.63, 394002
173, 14134, 194864, 1286.19, 105081, 2385.13, 418094
174, 6020, 75584.4, 1295.07, 44806.5, 2184.67, 163307
174, 6772, 86176.2, 1295.07, 50403.6, 2214.21, 185995
174, 7525, 96903, 1295.07, 56008.1, 2240.68, 208955
174, 8278, 107739, 1295.07, 61612.7, 2264.62, 232132
174, 9030, 118659, 1295.07, 67209.8, 2286.45, 255476
174, 9783, 129684, 1295.07, 72814.3, 2306.55, 279033
174, 10535, 140778, 1295.07, 78411.4, 2325.15, 302725
174, 11288, 151965, 1295.07, 84015.9, 2342.48, 326604
174, 12040, 163209, 1295.07, 89613, 2358.67, 350596
174, 12793, 174536, 1295.07, 95217.6, 2373.89, 374756
174, 13545, 185912, 1295.07, 100815, 2388.23, 399012
174, 14298, 197363, 1295.07, 106419, 2401.81, 423420
175, 6090, 76564.9, 1303.96, 45377.9, 2200.14, 165408
175, 6851, 87296.1, 1303.96, 51048.2, 2229.87, 188393
175, 7612, 98149.6, 1303.96, 56718.6, 2256.46, 211622
175, 8373, 109113, 1303.96, 62389, 2280.52, 235070
175, 9135, 120191, 1303.96, 68066.8, 2302.51, 258750
175, 9896, 131346, 1303.96, 73737.2, 2322.71, 282582
175, 10657, 142585, 1303.96, 79407.6, 2341.41, 306583
175, 11418, 153903, 1303.96, 85077.9, 2358.83, 330741
175, 12180, 165310, 1303.96, 90755.8, 2375.14, 355078
175, 12941, 176770, 1303.96, 96426.1, 2390.44, 379520
175, 13702, 188294, 1303.96, 102096, 2404.87, 404091
175, 14463, 199880, 1303.96, 107767, 2418.51, 428784
176, 6160, 77546.5, 1312.86, 45950.1, 2215.61, 167511
176, 6930, 88417.4, 1312.86, 51693.9, 2245.52, 190793
176, 7700, 99411.9, 1312.86, 57437.6, 2272.27, 214322
176, 8470, 110518, 1312.86, 63181.4, 2296.47, 238074
176, 9240, 121725, 1312.86, 68925.1, 2318.57, 262028
176, 10010, 133024, 1312.86, 74668.9, 2338.89, 286167
176, 10780, 144410, 1312.86, 80412.7, 2357.71, 310478
176, 11550, 155874, 1312.86, 86156.4, 2375.23, 334947
176, 12320, 167413, 1312.86, 91900.2, 2391.61, 359564
176, 13090, 179021, 1312.86, 97644, 2407.01, 384321
176, 13860, 190695, 1312.86, 103388, 2421.52, 409208
176, 14630, 202430, 1312.86, 109131, 2435.25, 434219
177, 6230, 78529.3, 1321.77, 46523.2, 2231.09, 169617
177, 7009, 89539.9, 1321.77, 52340.4, 2261.17, 193196
177, 7788, 100676, 1321.77, 58157.7, 2288.09, 217026
177, 8566, 111910, 1321.77, 63967.5, 2312.4, 241050
177, 9345, 123260, 1321.77, 69784.8, 2334.63, 265309
177, 10124, 134705, 1321.77, 75602, 2355.07, 289756
177, 10903, 146236, 1321.77, 81419.3, 2374, 314376
177, 11682, 157847, 1321.77, 87236.6, 2391.62, 339157
177, 12460, 169519, 1321.77, 93046.4, 2408.09, 364056
177, 13239, 181275, 1321.77, 98863.6, 2423.57, 389127
177, 14018, 193098, 1321.77, 104681, 2438.17, 414330
177, 14797, 204983, 1321.77, 110498, 2451.98, 439659
178, 6301, 79527.2, 1330.68, 47104.6, 2246.6, 171755
178, 7088, 90663.8, 1330.68, 52988, 2276.83, 195602
178, 7876, 101941, 1330.68, 58878.9, 2303.9, 219733
178, 8664, 113332, 1330.68, 64769.8, 2328.39, 244091
178, 9451, 124812, 1330.68, 70653.2, 2350.71, 268625
178, 10239, 136402, 1330.68, 76544, 2371.28, 293380
178, 11027, 148079, 1330.68, 82434.9, 2390.32, 318310
178, 11814, 159822, 1330.68, 88318.3, 2408.02, 343371
178, 12602, 171656, 1330.68, 94209.2, 2424.6, 368615
178, 13390, 183562, 1330.68, 100100, 2440.18, 394002
178, 14177, 195519, 1330.68, 105983, 2454.85, 419490
178, 14965, 207554, 1330.68, 111874, 2468.74, 445137
179, 6372, 80526.3, 1339.6, 47686.9, 2262.12, 173895
179, 7168, 91803.1, 1339.6, 53644, 2292.52, 198041
179, 7965, 103222, 1339.6, 59608.6, 2319.74, 222473
179, 8762, 114756, 1339.6, 65573.2, 2344.37, 247135
179, 9558, 126381, 1339.6, 71530.3, 2366.83, 271976
179, 10355, 138115, 1339.6, 77494.9, 2387.51, 297039
179, 11151, 149924, 1339.6, 83452, 2406.63, 322248
179, 11948, 161829, 1339.6, 89416.6, 2424.46, 347653
179, 12744, 173797, 1339.6, 95373.7, 2441.12, 373180
179, 13541, 185851, 1339.6, 101338, 2456.78, 398882
179, 14337, 197957, 1339.6, 107295, 2471.53, 424687
179, 15134, 210143, 1339.6, 113260, 2485.51, 450653
180, 6444, 81540.7, 1348.53, 48277.5, 2277.67, 176068
180, 7249, 92958, 1348.53, 54308.4, 2308.24, 200513
180, 8055, 104519, 1348.53, 60346.9, 2335.62, 225247
180, 8860, 116182, 1348.53, 66377.8, 2360.36, 250182
180, 9666, 127965, 1348.53, 72416.3, 2382.97, 275361
180, 10471, 139831, 1348.53, 78447.2, 2403.74, 300702
180, 11277, 151801, 1348.53, 84485.6, 2423, 326254
180, 12082, 163839, 1348.53, 90516.6, 2440.9, 351940
180, 12888, 175969, 1348.53, 96555, 2457.67, 377813
180, 13693, 188158, 1348.53, 102586, 2473.41, 403800
180, 14499, 200429, 1348.53, 108624, 2488.26, 429955
180, 15304, 212750, 1348.53, 114655, 2502.29, 456207
181, 6516, 82556.2, 1357.47, 48869, 2293.23, 178243
181, 7330, 94114.2, 1357.47, 54973.9, 2323.97, 202987
181, 8145, 105817, 1357.47, 61086.2, 2351.5, 228023
181, 8959, 117624, 1357.47, 67191.1, 2376.37, 253264
181, 9774, 129552, 1357.47, 73303.5, 2399.11, 278750
181, 10588, 141563, 1357.47, 79408.4, 2420, 304401
181, 11403, 153680, 1357.47, 85520.7, 2439.36, 330264
181, 12217, 165865, 1357.47, 91625.6, 2457.37, 356263
181, 13032, 178144, 1357.47, 97738, 2474.23, 382451
181, 13846, 190482, 1357.47, 103843, 2490.05, 408754
181, 14661, 202904, 1357.47, 109955, 2504.98, 435228
181, 15475, 215376, 1357.47, 116060, 2519.09, 461800
182, 6588, 83572.9, 1366.42, 49461.4, 2308.78, 180420
182, 7411, 95271.8, 1366.42, 55640.3, 2339.69, 205464
182, 8235, 107117, 1366.42, 61826.7, 2367.37, 230803
182, 9059, 119082, 1366.42, 68013.1, 2392.41, 256380
182, 9882, 131140, 1366.42, 74192, 2415.25, 282142
182, 10706, 143312, 1366.42, 80378.4, 2436.28, 308134
182, 11529, 155561, 1366.42, 86557.4, 2455.72, 334278
182, 12353, 167909, 1366.42, 92743.8, 2473.85, 360623
182, 13176, 180322, 1366.42, 98922.7, 2490.78, 387094
182, 14000, 192824, 1366.42, 105109, 2506.71, 413746
182, 14823, 205381, 1366.42, 111288, 2521.71, 440506
182, 15647, 218019, 1366.42, 117474, 2535.91, 467431
183, 6661, 84604.8, 1375.37, 50062.1, 2324.38, 182630
183, 7493, 96444.9, 1375.37, 56315.1, 2355.45, 207974
183, 8326, 108433, 1375.37, 62575.7, 2383.28, 233616
183, 9159, 120541, 1375.37, 68836.3, 2408.46, 259499
183, 9991, 132745, 1375.37, 75089.4, 2431.41, 285570
183, 10824, 145063, 1375.37, 81349.9, 2452.56, 311872
183, 11657, 157473, 1375.37, 87610.5, 2472.13, 338359
183, 12489, 169955, 1375.37, 93863.6, 2490.33, 364986
183, 13322, 182532, 1375.37, 100124, 2507.38, 391806
183, 14155, 195184, 1375.37, 106385, 2523.39, 418776
183, 14987, 207891, 1375.37, 112638, 2538.47, 445855
183, 15820, 220680, 1375.37, 118898, 2552.75, 473099
184, 6734, 85637.9, 1384.34, 50663.7, 2339.97, 184842
184, 7576, 97633.6, 1384.34, 56998.5, 2371.25, 210518
184, 8418, 109765, 1384.34, 63333.3, 2399.22, 236464
184, 9259, 122003, 1384.34, 69660.7, 2424.5, 262622
184, 10101, 134366, 1384.34, 75995.5, 2447.61, 289032
184, 10943, 146830, 1384.34, 82330.3, 2468.86, 315645
184, 11785, 159388, 1384.34, 88665.2, 2488.54, 342445
184, 12627, 172033, 1384.34, 95000, 2506.86, 369419
184, 13468, 184744, 1384.34, 101327, 2523.97, 396522
184, 14310, 197546, 1384.34, 107662, 2540.07, 423810
184, 15152, 210419, 1384.34, 113997, 2555.25, 451241
184, 15994, 223360, 1384.34, 120332, 2569.6, 478807
185, 6808, 86686.4, 1393.31, 51273.6, 2355.61, 187087
185, 7659, 98823.6, 1393.31, 57682.9, 2387.04, 213064
185, 8510, 111098, 1393.31, 64092.1, 2415.16, 239314
185, 9361, 123494, 1393.31, 70501.3, 2440.6, 265809
185, 10212, 136003, 1393.31, 76910.5, 2463.83, 292529
185, 11063, 148614, 1393.31, 83319.7, 2485.19, 319453
185, 11914, 161320, 1393.31, 89728.9, 2504.97, 346566
185, 12765, 174113, 1393.31, 96138.1, 2523.38, 373855
185, 13616, 186989, 1393.31, 102547, 2540.61, 401308
185, 14467, 199941, 1393.31, 108956, 2556.79, 428914
185, 15318, 212965, 1393.31, 115366, 2572.04, 456665
185, 16169, 226058, 1393.31, 121775, 2586.47, 484552
186, 6882, 87735.9, 1402.28, 51884.5, 2371.24, 189334
186, 7742, 100015, 1402.28, 58368.2, 2402.84, 215612
186, 8602, 112432, 1402.28, 64851.8, 2431.1, 242167
186, 9462, 124973, 1402.28, 71335.5, 2456.67, 268969
186, 10323, 137642, 1402.28, 77826.7, 2480.04, 296029
186, 11183, 150400, 1402.28, 84310.4, 2501.52, 323265
186, 12043, 163254, 1402.28, 90794.1, 2521.4, 350692
186, 12903, 176196, 1402.28, 97277.8, 2539.91, 378296
186, 13764, 189236, 1402.28, 103769, 2557.24, 406098
186, 14624, 202338, 1402.28, 110253, 2573.51, 434023
186, 15484, 215514, 1402.28, 116736, 2588.84, 462094
186, 16344, 228758, 1402.28, 123220, 2603.34, 490303
187, 6956, 88786.7, 1411.27, 52496.2, 2386.88, 191584
187, 7825, 101208, 1411.27, 59054.4, 2418.63, 218164
187, 8695, 113783, 1411.27, 65620.2, 2447.08, 245054
187, 9565, 126483, 1411.27, 72186, 2472.8, 272195
187, 10434, 139284, 1411.27, 78744.3, 2496.26, 299534
187, 11304, 152203, 1411.27, 85310.1, 2517.87, 327113
187, 12173, 165205, 1411.27, 91868.3, 2537.85, 354854
187, 13043, 178311, 1411.27, 98434.1, 2556.47, 382806
187, 13912, 191485, 1411.27, 104992, 2573.88, 410893
187, 14782, 204754, 1411.27, 111558, 2590.24, 439170
187, 15651, 218081, 1411.27, 118116, 2605.65, 467562
187, 16521, 231492, 1411.27, 124682, 2620.25, 496125
188, 7031, 89852.8, 1420.26, 53116.3, 2402.55, 193866
188, 7910, 102430, 1420.26, 59756.8, 2434.5, 220779
188, 8789, 115149, 1420.26, 66397.3, 2463.08, 247974
188, 9667, 127980, 1420.26, 73030.2, 2488.9, 275392
188, 10546, 140941, 1420.26, 79670.7, 2512.51, 303073
188, 11425, 154008, 1420.26, 86311.2, 2534.22, 330964
188, 12304, 167172, 1420.26, 92951.7, 2554.33, 359051
188, 13183, 180428, 1420.26, 99592.1, 2573.04, 387320
188, 14062, 193768, 1420.26, 106233, 2590.55, 415758
188, 14941, 207187, 1420.26, 112873, 2606.99, 444354
188, 15820, 220680, 1420.26, 119514, 2622.5, 473099
188, 16699, 234245, 1420.26, 126154, 2637.17, 501986
189, 7106, 90920, 1429.26, 53737.3, 2418.22, 196151
189, 7994, 103640, 1429.26, 60452.6, 2450.33, 223366
189, 8883, 116517, 1429.26, 67175.4, 2479.08, 250898
189, 9771, 129508, 1429.26, 73890.7, 2505.06, 278656
189, 10659, 142615, 1429.26, 80605.9, 2528.78, 306647
189, 11547, 155829, 1429.26, 87321.2, 2550.6, 334851
189, 12436, 169157, 1429.26, 94044, 2570.82, 363285
189, 13324, 182562, 1429.26, 100759, 2589.63, 391870
189, 14212, 196052, 1429.26, 107475, 2607.22, 420627
189, 15101, 209637, 1429.26, 114197, 2623.77, 449575
189, 15989, 223283, 1429.26, 120913, 2639.35, 478643
189, 16877, 237000, 1429.26, 127628, 2654.08, 507852
190, 7182, 92002.6, 1438.27, 54366.7, 2433.93, 198468
190, 8079, 104865, 1438.27, 61156.9, 2466.19, 225987
190, 8977, 117886, 1438.27, 67954.6, 2495.08, 253825
190, 9875, 131037, 1438.27, 74752.3, 2521.22, 281922
190, 10773, 144306, 1438.27, 81550.1, 2545.08, 310256
190, 11670, 157668, 1438.27, 88340.2, 2567, 338774
190, 12568, 171144, 1438.27, 95137.9, 2587.32, 367523
190, 13466, 184714, 1438.27, 101936, 2606.24, 396458
190, 14364, 198369, 1438.27, 108733, 2623.93, 425565
190, 15261, 212091, 1438.27, 115524, 2640.54, 454802
190, 16159, 225904, 1438.27, 122321, 2656.21, 484224
190, 17057, 239789, 1438.27, 129119, 2671.03, 513790
191, 7258, 93086.4, 1447.29, 54997, 2449.64, 200787
191, 8165, 106106, 1447.29, 61869.7, 2482.09, 228641
191, 9072, 119271, 1447.29, 68742.4, 2511.12, 256785
191, 9979, 132568, 1447.29, 75615.2, 2537.37, 285192
191, 10887, 145998, 1447.29, 82495.5, 2561.37, 313869
191, 11794, 159523, 1447.29, 89368.2, 2583.42, 342732
191, 12701, 173148, 1447.29, 96240.9, 2603.84, 371797
191, 13608, 186867, 1447.29, 103114, 2622.84, 401049
191, 14516, 200689, 1447.29, 109994, 2640.64, 430508
191, 15423, 214577, 1447.29, 116867, 2657.34, 460099
191, 16330, 228542, 1447.29, 123739, 2673.09, 489843
191, 17237, 242580, 1447.29, 130612, 2687.99, 519733
192, 7334, 94171.4, 1456.31, 55628.1, 2465.35, 203109
192, 8251, 107348, 1456.31, 62583.5, 2497.99, 231297
192, 9168, 120673, 1456.31, 69538.9, 2527.18, 259780
192, 10084, 134115, 1456.31, 76486.8, 2553.56, 288496
192, 11001, 147692, 1456.31, 83442.2, 2577.67, 317485
192, 11918, 161380, 1456.31, 90397.6, 2599.84, 346694
192, 12835, 175169, 1456.31, 97353, 2620.38, 376107
192, 13752, 189054, 1456.31, 104308, 2639.49, 405710
192, 14668, 203011, 1456.31, 111256, 2657.35, 435456
192, 15585, 217066, 1456.31, 118212, 2674.15, 465400
192, 16502, 231199, 1456.31, 125167, 2689.99, 495500
192, 17419, 245405, 1456.31, 132122, 2704.97, 525747
193, 7411, 95271.8, 1465.34, 56267.7, 2481.1, 205464
193, 8337, 108592, 1465.34, 63298.3, 2513.89, 233957
193, 9264, 122076, 1465.34, 70336.5, 2543.24, 262778
193, 10190, 135678, 1465.34, 77367.1, 2569.77, 291835
193, 11116, 149403, 1465.34, 84397.8, 2593.99, 321136
193, 12043, 163254, 1465.34, 91436, 2616.29, 350692
193, 12969, 177193, 1465.34, 98466.6, 2636.92, 380422
193, 13896, 191242, 1465.34, 105505, 2656.14, 410375
193, 14822, 205366, 1465.34, 112535, 2674.1, 440474
193, 15748, 219572, 1465.34, 119566, 2690.98, 470739
193, 16675, 233874, 1465.34, 126604, 2706.9, 501196
193, 17601, 248233, 1465.34, 133635, 2721.95, 531767
194, 7488, 96373.3, 1474.38, 56908.1, 2496.85, 207821
194, 8424, 109851, 1474.38, 64021.7, 2529.82, 236649
194, 9360, 123480, 1474.38, 71135.2, 2559.3, 265778
194, 10296, 137244, 1474.38, 78248.7, 2585.98, 295178
194, 11232, 151130, 1474.38, 85362.2, 2610.33, 324823
194, 12168, 165130, 1474.38, 92475.7, 2632.74, 354694
194, 13104, 179233, 1474.38, 99589.3, 2653.48, 384772
194, 14040, 193433, 1474.38, 106703, 2672.79, 415044
194, 14976, 207723, 1474.38, 113816, 2690.85, 445496
194, 15912, 222097, 1474.38, 120930, 2707.82, 476116
194, 16848, 236551, 1474.38, 128043, 2723.82, 506896
194, 17784, 251080, 1474.38, 135157, 2738.95, 537826
195, 7566, 97490.3, 1483.43, 57557.1, 2512.64, 210211
195, 8511, 111112, 1483.43, 64746, 2545.75, 239345
195, 9457, 124900, 1483.43, 71942.5, 2575.4, 268813
195, 10403, 138825, 1483.43, 79139.1, 2602.22, 298555
195, 11349, 152874, 1483.43, 86335.6, 2626.7, 328545
195, 12294, 167022, 1483.43, 93524.5, 2649.21, 358731
195, 13240, 181290, 1483.43, 100721, 2670.06, 389159
195, 14186, 195656, 1483.43, 107918, 2689.48, 419782
195, 15132, 210113, 1483.43, 115114, 2707.64, 450588
195, 16077, 224639, 1483.43, 122303, 2724.68, 481531
195, 17023, 239262, 1483.43, 129500, 2740.76, 512668
195, 17969, 253960, 1483.43, 136696, 2755.98, 543956
196, 7644, 98608.5, 1492.48, 58206.8, 2528.42, 212603
196, 8599, 112389, 1492.48, 65478.9, 2561.71, 242074
196, 9555, 126337, 1492.48, 72758.6, 2591.52, 271882
196, 10510, 140408, 1492.48, 80030.6, 2618.46, 301935
196, 11466, 154620, 1492.48, 87310.3, 2643.07, 332270
196, 12421, 168932, 1492.48, 94582.3, 2665.7, 362804
196, 13377, 183365, 1492.48, 101862, 2686.66, 393582
196, 14332, 197881, 1492.48, 109134, 2706.16, 424525
196, 15288, 212505, 1492.48, 116414, 2724.42, 455684
196, 16243, 227199, 1492.48, 123686, 2741.56, 486983
196, 17199, 241991, 1492.48, 130965, 2757.73, 518478
196, 18154, 256843, 1492.48, 138237, 2773.01, 550092
197, 7722, 99727.8, 1501.54, 58857.5, 2544.21, 214998
197, 8687, 113666, 1501.54, 66212.8, 2577.67, 244805
197, 9653, 127774, 1501.54, 73575.7, 2607.64, 274953
197, 10618, 142008, 1501.54, 80930.9, 2634.72, 305350
197, 11583, 156367, 1501.54, 88286.2, 2659.45, 335999
197, 12548, 170843, 1501.54, 95641.5, 2682.19, 366881
197, 13514, 185441, 1501.54, 103004, 2703.27, 398009
197, 14479, 200124, 1501.54, 110360, 2722.87, 429305
197, 15444, 214900, 1501.54, 117715, 2741.21, 460786
197, 16410, 229778, 1501.54, 125078, 2758.45, 492474
197, 17375, 244722, 1501.54, 132433, 2774.69, 524293
197, 18340, 259744, 1501.54, 139788, 2790.05, 556267
198, 7801, 100863, 1510.61, 59516.6, 2560.03, 217426
198, 8776, 114960, 1510.61, 66955.2, 2593.67, 247570
198, 9751, 129214, 1510.61, 74393.9, 2623.76, 278028
198, 10726, 143609, 1510.61, 81832.5, 2650.99, 308768
198, 11701, 158131, 1510.61, 89271.1, 2675.84, 339763
198, 12676, 172771, 1510.61, 96709.7, 2698.7, 370993
198, 13652, 187535, 1510.61, 104156, 2719.89, 402473
198, 14627, 202384, 1510.61, 111595, 2739.6, 434121
198, 15602, 217327, 1510.61, 119033, 2758.03, 465957
198, 16577, 232358, 1510.61, 126472, 2775.35, 497969
198, 17552, 247472, 1510.61, 133910, 2791.67, 530146
198, 18527, 262664, 1510.61, 141349, 2807.11, 562480
199, 7880, 101999, 1519.69, 60176.6, 2575.85, 219856
199, 8865, 116255, 1519.69, 67698.7, 2609.67, 250338
199, 9850, 130669, 1519.69, 75220.8, 2639.92, 281137
199, 10835, 145226, 1519.69, 82742.8, 2667.28, 312220
199, 11820, 159912, 1519.69, 90264.9, 2692.26, 343563
199, 12805, 174717, 1519.69, 97787, 2715.24, 375142
199, 13790, 189631, 1519.69, 105309, 2736.52, 406940
199, 14775, 204647, 1519.69, 112831, 2756.32, 438942
199, 15760, 219757, 1519.69, 120353, 2774.85, 471133
199, 16745, 234957, 1519.69, 127875, 2792.26, 503502
199, 17730, 250240, 1519.69, 135397, 2808.67, 536038
199, 18715, 265602, 1519.69, 142919, 2824.19, 568732
200, 7960, 103150, 1528.77, 60845.1, 2591.71, 222319
200, 8955, 117566, 1528.77, 68450.7, 2625.7, 253140
200, 9950, 132141, 1528.77, 76056.4, 2656.1, 284280
200, 10945, 146860, 1528.77, 83662, 2683.6, 315708
200, 11940, 161710, 1528.77, 91267.6, 2708.7, 347398
200, 12935, 176679, 1528.77, 98873.3, 2731.8, 379327
200, 13930, 191759, 1528.77, 106479, 2753.18, 411477
200, 14925, 206942, 1528.77, 114085, 2773.09, 443832
200, 15920, 222220, 1528.77, 121690, 2791.71, 476379
200, 16915, 237588, 1528.77, 129296, 2809.2, 509105
200, 17910, 253041, 1528.77, 136901, 2825.7, 542001
200, 18905, 268574, 1528.77, 144507, 2841.3, 575056
201, 8040, 104303, 1537.86, 61514.5, 2607.57, 224784
201, 9045, 118878, 1537.86, 69203.8, 2641.72, 255944
201, 10050, 133614, 1537.86, 76893.1, 2672.28, 287426
201, 11055, 148495, 1537.86, 84582.4, 2699.91, 319199
201, 12060, 163509, 1537.86, 92271.7, 2725.15, 351236
201, 13065, 178643, 1537.86, 99961, 2748.36, 383515
201, 14070, 193889, 1537.86, 107650, 2769.85, 416017
201, 15075, 209239, 1537.86, 115340, 2789.85, 448727
201, 16080, 224686, 1537.86, 123029, 2808.57, 481630
201, 17085, 240223, 1537.86, 130718, 2826.15, 514714
201, 18090, 255845, 1537.86, 138408, 2842.72, 547969
201, 19095, 271548, 1537.86, 146097, 2858.4, 581385
202, 8120, 105457, 1546.96, 62184.7, 2623.43, 227252
202, 9135, 120191, 1546.96, 69957.8, 2657.75, 258750
202, 10150, 135088, 1546.96, 77730.8, 2688.46, 290575
202, 11165, 150132, 1546.96, 85503.9, 2716.23, 322693
202, 12180, 165310, 1546.96, 93277, 2741.59, 355078
202, 13195, 180609, 1546.96, 101050, 2764.92, 387707
202, 14210, 196022, 1546.96, 108823, 2786.51, 420562
202, 15225, 211539, 1546.96, 116596, 2806.62, 453626
202, 16240, 227153, 1546.96, 124369, 2825.43, 486885
202, 17255, 242859, 1546.96, 132142, 2843.09, 520327
202, 18270, 258652, 1546.96, 139916, 2859.75, 553942
202, 19285, 274526, 1546.96, 147689, 2875.51, 587720
203, 8201, 106626, 1556.06, 62863.4, 2639.32, 229752
203, 9226, 121520, 1556.06, 70720.4, 2673.81, 261591
203, 10251, 136579, 1556.06, 78577.4, 2704.67, 293758
203, 11276, 151786, 1556.06, 86434.3, 2732.58, 326222
203, 12301, 167127, 1556.06, 94291.3, 2758.06, 358955
203, 13326, 182592, 1556.06, 102148, 2781.5, 391935
203, 14352, 198186, 1556.06, 110013, 2803.22, 425175
203, 15377, 213871, 1556.06, 117870, 2823.42, 458594
203, 16402, 229654, 1556.06, 125727, 2842.32, 492210
203, 17427, 245530, 1556.06, 133584, 2860.07, 526012
203, 18452, 261492, 1556.06, 141441, 2876.81, 559987
203, 19477, 277537, 1556.06, 149298, 2892.65, 594127
204, 8282, 107797, 1565.17, 63543, 2655.22, 232256
204, 9317, 122851, 1565.17, 71484, 2689.87, 264434
204, 10353, 138086, 1565.17, 79432.6, 2720.9, 296976
204, 11388, 153456, 1565.17, 87373.6, 2748.95, 329786
204, 12423, 168962, 1565.17, 95314.5, 2774.55, 362868
204, 13458, 184592, 1565.17, 103256, 2798.1, 396199
204, 14494, 200353, 1565.17, 111204, 2819.93, 429792
204, 15529, 216205, 1565.17, 119145, 2840.23, 463567
204, 16564, 232157, 1565.17, 127086, 2859.22, 497541
204, 17600, 248218, 1565.17, 135035, 2877.07, 531734
204, 18635, 264351, 1565.17, 142976, 2893.89, 566071
204, 19670, 280567, 1565.17, 150917, 2909.8, 600573
205, 8364, 108983, 1574.29, 64231.2, 2671.15, 234792
205, 9409, 124197, 1574.29, 72256.2, 2705.96, 267311
205, 10455, 139594, 1574.29, 80289, 2737.14, 300197
205, 11500, 155127, 1574.29, 88314, 2765.32, 333353
205, 12546, 170813, 1574.29, 96346.8, 2791.06, 366817
205, 13591, 186609, 1574.29, 104372, 2814.72, 400499
205, 14637, 202537, 1574.29, 112405, 2836.65, 434447
205, 15682, 218557, 1574.29, 120430, 2857.05, 468577
205, 16728, 234693, 1574.29, 128462, 2876.15, 502941
205, 17773, 250909, 1574.29, 136487, 2894.07, 537462
205, 18819, 267228, 1574.29, 144520, 2910.98, 572192
205, 19864, 283616, 1574.29, 152545, 2926.96, 607058
206, 8446, 110170, 1583.42, 64920.2, 2687.07, 237331
206, 9501, 125545, 1583.42, 73029.4, 2722.06, 270190
206, 10557, 141104, 1583.42, 81146.4, 2753.38, 303420
206, 11613, 156816, 1583.42, 89263.3, 2781.71, 336956
206, 12669, 172666, 1583.42, 97380.3, 2807.58, 370768
206, 13724, 188628, 1583.42, 105490, 2831.35, 404803
206, 14780, 204723, 1583.42, 113606, 2853.38, 439105
206, 15836, 220927, 1583.42, 121723, 2873.89, 473624
206, 16892, 237232, 1583.42, 129840, 2893.07, 508347
206, 17947, 253617, 1583.42, 137950, 2911.08, 543227
206, 19003, 270107, 1583.42, 146067, 2928.07, 578319
206, 20059, 286682, 1583.42, 154184, 2944.14, 613581
207, 8528, 111359, 1592.55, 65610.1, 2703, 239872
207, 9594, 126909, 1592.55, 73811.3, 2738.18, 273104
207, 10660, 142630, 1592.55, 82012.6, 2769.64, 306678
207, 11726, 158505, 1592.55, 90213.8, 2798.11, 340561
207, 12792, 174521, 1592.55, 98415.1, 2824.09, 374724
207, 13858, 190664, 1592.55, 106616, 2848, 409143
207, 14924, 206926, 1592.55, 114818, 2870.13, 443799
